DEPARTURES_SCHEDULED	DEPARTURES_PERFORMED	PAYLOAD	SEATS	PASSENGERS	FREIGHT	MAIL	DISTANCE	RAMP_TO_RAMP	AIR_TIME	UNIQUE_CARRIER	AIRLINE_ID	UNIQUE_CARRIER_NAME	UNIQUE_CARRIER_ENTITY	REGION	CARRIER	CARRIER_NAME	CARRIER_GROUP	CARRIER_GROUP_NEW	ORIGIN_AIRPORT_ID	ORIGIN_AIRPORT_SEQ_ID	ORIGIN_CITY_MARKET_ID	ORIGIN	ORIGIN_CITY_NAME	ORIGIN_STATE_ABR	ORIGIN_STATE_FIPS	ORIGIN_STATE_NM	ORIGIN_COUNTRY	ORIGIN_COUNTRY_NAME	ORIGIN_WAC	DEST_AIRPORT_ID	DEST_AIRPORT_SEQ_ID	DEST_CITY_MARKET_ID	DEST	DEST_CITY_NAME	DEST_STATE_ABR	DEST_STATE_FIPS	DEST_STATE_NM	DEST_COUNTRY	DEST_COUNTRY_NAME	DEST_WAC	AIRCRAFT_GROUP	AIRCRAFT_TYPE	AIRCRAFT_CONFIG	YEAR	QUARTER	MONTH	DISTANCE_GROUP	CLASS	DATA_SOURCE
239	237	9378200	40764	32773	50492	3979	802	31957	24995	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	11298	1129806	30194	DFW	Dallas/Fort Worth, TX	TX	48	Texas	US	United States	74	13930	1393008	30977	ORD	Chicago, IL	IL	17	Illinois	US	United States	41	6	614	1	2024	4	11	2	F	DU
190	190	9463000	37665	32756	21485	1183	425	15688	11366	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	13495	1349505	33495	MSY	New Orleans, LA	LA	22	Louisiana	US	United States	72	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	622	1	2024	1	2	1	F	DU
222	220	10799800	38820	32743	39489	0	447	19039	14509	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	11066	1106606	31066	CMH	Columbus, OH	OH	39	Ohio	US	United States	44	6	888	1	2024	4	10	1	F	DU
199	200	10140000	38029	32728	55046	0	813	30161	24942	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	10423	1042302	30423	AUS	Austin, TX	TX	48	Texas	US	United States	74	6	699	1	2024	4	12	2	F	DU
216	213	8437700	36636	32713	35827	1451	650	27942	20862	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	13303	1330303	32467	MIA	Miami, FL	FL	12	Florida	US	United States	33	11057	1105703	31057	CLT	Charlotte, NC	NC	37	North Carolina	US	United States	36	6	614	1	2024	2	5	2	F	DU
195	195	9925100	37050	32705	13788	0	1773	54312	49296	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	11057	1105703	31057	CLT	Charlotte, NC	NC	37	North Carolina	US	United States	36	14107	1410702	30466	PHX	Phoenix, AZ	AZ	4	Arizona	US	United States	81	6	699	1	2024	4	11	4	F	DU
205	205	10546300	38950	32699	8880	574	1773	56202	51262	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	11057	1105703	31057	CLT	Charlotte, NC	NC	37	North Carolina	US	United States	36	14107	1410702	30466	PHX	Phoenix, AZ	AZ	4	Arizona	US	United States	81	6	699	1	2024	1	1	4	F	DU
209	210	10308900	36561	32687	37083	0	332	15366	10677	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	13244	1324402	33244	MEM	Memphis, TN	TN	47	Tennessee	US	United States	54	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	888	1	2024	2	4	1	F	DU
190	189	9409840	37488	32661	5246	0	515	19022	15017	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	14635	1463502	31714	RSW	Fort Myers, FL	FL	12	Florida	US	United States	33	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	622	1	2024	4	11	2	F	DU
216	215	10554350	37534	32657	40794	0	332	16075	11760	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	13244	1324402	33244	MEM	Memphis, TN	TN	47	Tennessee	US	United States	54	6	888	1	2024	3	9	1	F	DU
187	187	9310320	36983	32656	8123	0	481	16815	12339	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	14524	1452401	34524	RIC	Richmond, VA	VA	51	Virginia	US	United States	38	6	622	1	2024	2	4	1	F	DU
204	204	10162240	40332	32637	47522	8083	606	22734	17192	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	13930	1393008	30977	ORD	Chicago, IL	IL	17	Illinois	US	United States	41	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	622	1	2024	2	4	2	F	DU
201	193	9806100	36670	32609	38243	0	1303	37437	32292	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	11298	1129806	30194	DFW	Dallas/Fort Worth, TX	TX	48	Texas	US	United States	74	14100	1410005	34100	PHL	Philadelphia, PA	PA	42	Pennsylvania	US	United States	23	6	699	1	2024	3	8	3	F	DU
178	178	8796300	33820	32604	13215	0	1028	28851	24460	AA	19805	American Airlines Inc.	10050	L	AA	American Airlines Inc.	3	3	11298	1129806	30194	DFW	Dallas/Fort Worth, TX	TX	48	Texas	US	United States	74	11032	1103201	31032	CUN	Cancun, Mexico				MX	Mexico	148	6	699	1	2024	2	6	3	F	IU
206	204	10342800	38566	32603	11442	4738	1199	34131	28484	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	11292	1129202	30325	DEN	Denver, CO	CO	8	Colorado	US	United States	82	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	699	1	2024	4	11	3	F	DU
200	200	10140000	37836	32600	10	0	813	25232	20170	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10423	1042302	30423	AUS	Austin, TX	TX	48	Texas	US	United States	74	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	699	1	2024	4	12	2	F	DU
191	191	9691800	36290	32597	29245	0	1660	43955	37915	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	14747	1474703	30559	SEA	Seattle, WA	WA	53	Washington	US	United States	93	11298	1129806	30194	DFW	Dallas/Fort Worth, TX	TX	48	Texas	US	United States	74	6	699	1	2024	4	10	4	F	DU
218	216	9858096	38664	32593	100169	5944	1379	43284	37772	UA	19977	United Air Lines Inc.	0A875	D	UA	United Air Lines Inc.	3	3	12892	1289208	32575	LAX	Los Angeles, CA	CA	6	California	US	United States	91	12266	1226603	31453	IAH	Houston, TX	TX	48	Texas	US	United States	74	6	888	1	2024	3	8	3	F	DU
196	196	9937200	37068	32580	22410	26	689	22606	17592	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	12266	1226603	31453	IAH	Houston, TX	TX	48	Texas	US	United States	74	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	699	1	2024	4	10	2	F	DU
194	194	9668840	38262	32579	54781	6551	606	21920	16572	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	13930	1393008	30977	ORD	Chicago, IL	IL	17	Illinois	US	United States	41	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	622	1	2024	1	3	2	F	DU
265	264	9134400	37752	32578	8218	0	480	23271	18671	WN	19393	Southwest Airlines Co.	6725	D	WN	Southwest Airlines Co.	3	3	14893	1489302	33192	SMF	Sacramento, CA	CA	6	California	US	United States	91	14679	1467903	33570	SAN	San Diego, CA	CA	6	California	US	United States	91	6	612	1	2024	3	9	1	F	DU
218	220	10799800	38570	32577	9279	0	134	13957	7355	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10599	1059904	30599	BHM	Birmingham, AL	AL	1	Alabama	US	United States	51	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	888	1	2024	3	9	1	F	DU
123	123	11840761	33948	32551	899759	102317	2565	45040	40674	UA	19977	United Air Lines Inc.	0A875	D	UA	United Air Lines Inc.	3	3	11618	1161802	31703	EWR	Newark, NJ	NJ	34	New Jersey	US	United States	21	14771	1477104	32457	SFO	San Francisco, CA	CA	6	California	US	United States	91	6	627	1	2024	1	1	6	F	DU
214	213	10456170	37847	32533	47865	0	447	18560	14179	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	11066	1106606	31066	CMH	Columbus, OH	OH	39	Ohio	US	United States	44	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	888	1	2024	3	8	1	F	DU
0	125	13928479	37055	32517	739182	0	3635	0	0	AF	19532	Compagnie Natl Air France	9427B	I	AF	Compagnie Natl Air France	0	0	12478	1247805	31703	JFK	New York, NY	NY	36	New York	US	United States	22	10920	1092006	30920	CDG	Paris, France				FR	France	427	6	637	1	2024	3	7	8	F	IF
226	226	8909800	38872	32509	5683	0	919	35622	29024	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	11278	1127805	30852	DCA	Washington, DC	VA	51	Virginia	US	United States	38	13303	1330303	32467	MIA	Miami, FL	FL	12	Florida	US	United States	33	6	614	1	2024	4	11	2	F	DU
230	229	11315100	36452	32507	106110	0	2475	74018	68067	B6	20409	JetBlue Airways	6673	D	B6	JetBlue Airways	3	3	12892	1289208	32575	LAX	Los Angeles, CA	CA	6	California	US	United States	91	12478	1247805	31703	JFK	New York, NY	NY	36	New York	US	United States	22	6	699	1	2024	3	9	5	F	DU
207	207	10161630	36402	32493	30079	0	356	16224	11575	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	14492	1449202	34492	RDU	Raleigh/Durham, NC	NC	37	North Carolina	US	United States	36	6	888	1	2024	4	12	1	F	DU
198	197	9987900	37365	32492	9966	0	547	19740	15807	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	11278	1127805	30852	DCA	Washington, DC	VA	51	Virginia	US	United States	38	6	699	1	2024	4	10	2	F	DU
217	215	8499200	36980	32480	7343	0	1192	35559	30570	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	11298	1129806	30194	DFW	Dallas/Fort Worth, TX	TX	48	Texas	US	United States	74	11278	1127805	30852	DCA	Washington, DC	VA	51	Virginia	US	United States	38	6	614	1	2024	4	11	3	F	DU
207	207	8144600	35604	32477	33674	174	1744	48712	42572	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	12892	1289208	32575	LAX	Los Angeles, CA	CA	6	California	US	United States	91	13930	1393008	30977	ORD	Chicago, IL	IL	17	Illinois	US	United States	41	6	614	1	2024	1	3	4	F	DU
183	183	9186600	35868	32466	20404	7509	2402	61804	55793	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	14100	1410005	34100	PHL	Philadelphia, PA	PA	42	Pennsylvania	US	United States	23	12892	1289208	32575	LAX	Los Angeles, CA	CA	6	California	US	United States	91	6	721	1	2024	4	10	5	F	DU
112	112	14058114	35616	32461	1012274	24627	2454	39893	35105	UA	19977	United Air Lines Inc.	0A875	D	UA	United Air Lines Inc.	3	3	11618	1161802	31703	EWR	Newark, NJ	NJ	34	New Jersey	US	United States	21	12892	1289208	32575	LAX	Los Angeles, CA	CA	6	California	US	United States	91	6	837	1	2024	4	11	5	F	DU
193	195	9886500	36879	32449	47150	899	1590	42047	37294	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	14869	1486903	34614	SLC	Salt Lake City, UT	UT	49	Utah	US	United States	87	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	699	1	2024	3	9	4	F	DU
205	205	10449800	38950	32442	9396	3359	728	28236	22175	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	10721	1072102	30721	BOS	Boston, MA	MA	25	Massachusetts	US	United States	13	11057	1105703	31057	CLT	Charlotte, NC	NC	37	North Carolina	US	United States	36	6	699	1	2024	4	10	2	F	DU
194	195	9886500	36865	32436	59875	55	1590	45407	40906	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	14869	1486903	34614	SLC	Salt Lake City, UT	UT	49	Utah	US	United States	87	6	699	1	2024	3	9	4	F	DU
196	196	9937200	37307	32431	137259	0	689	24755	19919	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	12266	1226603	31453	IAH	Houston, TX	TX	48	Texas	US	United States	74	6	699	1	2024	4	10	2	F	DU
216	215	10554350	37473	32429	23404	0	332	16425	11041	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	13244	1324402	33244	MEM	Memphis, TN	TN	47	Tennessee	US	United States	54	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	888	1	2024	3	9	1	F	DU
216	215	10554350	37172	32402	52409	0	214	13769	8730	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	10693	1069302	30693	BNA	Nashville, TN	TN	47	Tennessee	US	United States	54	6	888	1	2024	4	11	1	F	DU
202	202	10294900	38380	32382	13980	0	728	25886	20383	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	11057	1105703	31057	CLT	Charlotte, NC	NC	37	North Carolina	US	United States	36	10721	1072102	30721	BOS	Boston, MA	MA	25	Massachusetts	US	United States	13	6	699	1	2024	4	10	2	F	DU
207	207	8195400	35604	32381	30557	537	650	26621	20277	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	13303	1330303	32467	MIA	Miami, FL	FL	12	Florida	US	United States	33	11057	1105703	31057	CLT	Charlotte, NC	NC	37	North Carolina	US	United States	36	6	614	1	2024	2	4	2	F	DU
190	184	9328800	34821	32354	72505	0	946	27840	22945	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	10721	1072102	30721	BOS	Boston, MA	MA	25	Massachusetts	US	United States	13	6	699	1	2024	3	8	2	F	DU
190	183	9267900	34770	32339	2150	0	861	27185	21295	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	14100	1410005	34100	PHL	Philadelphia, PA	PA	42	Pennsylvania	US	United States	23	13204	1320402	31454	MCO	Orlando, FL	FL	12	Florida	US	United States	33	6	699	1	2024	2	6	2	F	DU
211	201	8591222	35979	32296	15233	1332	862	29995	24118	UA	19977	United Air Lines Inc.	0A875	D	UA	United Air Lines Inc.	3	3	12266	1226603	31453	IAH	Houston, TX	TX	48	Texas	US	United States	74	11292	1129202	30325	DEN	Denver, CO	CO	8	Colorado	US	United States	82	6	888	1	2024	3	7	2	F	DU
210	210	10308900	36795	32281	22466	0	332	15546	10466	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	13244	1324402	33244	MEM	Memphis, TN	TN	47	Tennessee	US	United States	54	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	888	1	2024	4	11	1	F	DU
215	206	10112540	35797	32278	23732	0	259	13548	8872	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	10994	1099402	30994	CHS	Charleston, SC	SC	45	South Carolina	US	United States	37	6	888	1	2024	2	4	1	F	DU
207	203	10781280	34185	32274	110684	92	2586	67846	60338	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	14771	1477104	32457	SFO	San Francisco, CA	CA	6	California	US	United States	91	12478	1247805	31703	JFK	New York, NY	NY	36	New York	US	United States	22	6	622	1	2024	3	8	6	F	DU
186	185	9379500	35027	32247	4329	0	874	26124	21486	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	14683	1468305	33214	SAT	San Antonio, TX	TX	48	Texas	US	United States	74	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	699	1	2024	2	6	2	F	DU
190	181	9176700	34321	32244	66478	0	946	29440	23986	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10721	1072102	30721	BOS	Boston, MA	MA	25	Massachusetts	US	United States	13	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	699	1	2024	3	8	2	F	DU
224	224	8837700	38528	32239	5912	0	919	32980	28077	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	13303	1330303	32467	MIA	Miami, FL	FL	12	Florida	US	United States	33	11278	1127805	30852	DCA	Washington, DC	VA	51	Virginia	US	United States	38	6	614	1	2024	4	11	2	F	DU
182	182	9249600	34580	32231	5068	0	861	27141	22383	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	13204	1320402	31454	MCO	Orlando, FL	FL	12	Florida	US	United States	33	14100	1410005	34100	PHL	Philadelphia, PA	PA	42	Pennsylvania	US	United States	23	6	699	1	2024	2	5	2	F	DU
208	202	10231800	38380	32214	11494	0	641	25561	19561	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	11298	1129806	30194	DFW	Dallas/Fort Worth, TX	TX	48	Texas	US	United States	74	11292	1129202	30325	DEN	Denver, CO	CO	8	Colorado	US	United States	82	6	699	1	2024	4	11	2	F	DU
175	175	8647800	33250	32201	9101	0	1028	30612	24802	AA	19805	American Airlines Inc.	10050	L	AA	American Airlines Inc.	3	3	11032	1103201	31032	CUN	Cancun, Mexico				MX	Mexico	148	11298	1129806	30194	DFW	Dallas/Fort Worth, TX	TX	48	Texas	US	United States	74	6	699	1	2024	2	6	3	F	IU
93	94	9793874	34194	32193	610783	4877	2398	29180	26652	UA	19977	United Air Lines Inc.	0A875	D	UA	United Air Lines Inc.	3	3	14771	1477104	32457	SFO	San Francisco, CA	CA	6	California	US	United States	91	12173	1217305	32134	HNL	Honolulu, HI	HI	15	Hawaii	US	United States	2	6	627	1	2024	3	7	5	F	DU
195	195	9834700	37050	32161	12342	1	641	23985	18174	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	11298	1129806	30194	DFW	Dallas/Fort Worth, TX	TX	48	Texas	US	United States	74	11292	1129202	30325	DEN	Denver, CO	CO	8	Colorado	US	United States	82	6	699	1	2024	4	10	2	F	DU
262	262	9065200	37466	32146	9137	0	480	23063	18560	WN	19393	Southwest Airlines Co.	6725	D	WN	Southwest Airlines Co.	3	3	14893	1489302	33192	SMF	Sacramento, CA	CA	6	California	US	United States	91	14679	1467903	33570	SAN	San Diego, CA	CA	6	California	US	United States	91	6	612	1	2024	3	8	1	F	DU
221	219	10750710	38552	32145	63283	31888	447	19230	14691	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	11066	1106606	31066	CMH	Columbus, OH	OH	39	Ohio	US	United States	44	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	888	1	2024	4	10	1	F	DU
189	186	9337200	36456	32133	40131	12010	2402	62634	56320	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	14100	1410005	34100	PHL	Philadelphia, PA	PA	42	Pennsylvania	US	United States	23	12892	1289208	32575	LAX	Los Angeles, CA	CA	6	California	US	United States	91	6	721	1	2024	2	6	5	F	DU
233	227	8847553	35628	32122	4834	0	547	23499	18206	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	11278	1127805	30852	DCA	Washington, DC	VA	51	Virginia	US	United States	38	6	694	1	2024	2	4	2	F	DU
194	194	9835800	36929	32099	19603	0	874	27783	23790	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	14683	1468305	33214	SAT	San Antonio, TX	TX	48	Texas	US	United States	74	6	699	1	2024	4	10	2	F	DU
210	211	10357990	36731	32072	40593	0	332	16560	12277	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	13244	1324402	33244	MEM	Memphis, TN	TN	47	Tennessee	US	United States	54	6	888	1	2024	2	4	1	F	DU
186	181	9176700	34255	32062	43816	65	1590	42087	37883	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	14869	1486903	34614	SLC	Salt Lake City, UT	UT	49	Utah	US	United States	87	6	699	1	2024	2	6	4	F	DU
112	112	13788266	35616	32035	2789427	16486	2454	32102	28682	UA	19977	United Air Lines Inc.	0A875	D	UA	United Air Lines Inc.	3	3	12892	1289208	32575	LAX	Los Angeles, CA	CA	6	California	US	United States	91	11618	1161802	31703	EWR	Newark, NJ	NJ	34	New Jersey	US	United States	21	6	837	1	2024	4	11	5	F	DU
249	250	8650000	35750	32030	9210	0	480	23123	17393	WN	19393	Southwest Airlines Co.	6725	D	WN	Southwest Airlines Co.	3	3	14679	1467903	33570	SAN	San Diego, CA	CA	6	California	US	United States	91	14893	1489302	33192	SMF	Sacramento, CA	CA	6	California	US	United States	91	6	612	1	2024	3	7	1	F	DU
187	185	9379500	35004	32028	30237	612	1590	39554	35137	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	14869	1486903	34614	SLC	Salt Lake City, UT	UT	49	Utah	US	United States	87	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	699	1	2024	2	6	4	F	DU
200	198	10025000	37620	32022	2435	0	861	30068	23912	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	14100	1410005	34100	PHL	Philadelphia, PA	PA	42	Pennsylvania	US	United States	23	13204	1320402	31454	MCO	Orlando, FL	FL	12	Florida	US	United States	33	6	699	1	2024	2	4	2	F	DU
120	118	12873800	33628	32008	2760858	10046	3953	60175	55272	AA	19805	American Airlines Inc.	10049	A	AA	American Airlines Inc.	3	3	12972	1297207	30730	LHR	London, United Kingdom				GB	United Kingdom	493	13930	1393008	30977	ORD	Chicago, IL	IL	17	Illinois	US	United States	41	6	889	1	2024	3	7	8	F	IU
187	187	9310320	36969	32000	5446	0	481	18868	14118	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	14524	1452401	34524	RIC	Richmond, VA	VA	51	Virginia	US	United States	38	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	622	1	2024	2	4	1	F	DU
124	124	12280334	35016	31990	2760192	234454	2565	38745	34416	UA	19977	United Air Lines Inc.	0A875	D	UA	United Air Lines Inc.	3	3	14771	1477104	32457	SFO	San Francisco, CA	CA	6	California	US	United States	91	11618	1161802	31703	EWR	Newark, NJ	NJ	34	New Jersey	US	United States	21	6	627	1	2024	1	3	6	F	DU
258	257	8892200	36751	31990	10897	0	480	21622	17693	WN	19393	Southwest Airlines Co.	6725	D	WN	Southwest Airlines Co.	3	3	14893	1489302	33192	SMF	Sacramento, CA	CA	6	California	US	United States	91	14679	1467903	33570	SAN	San Diego, CA	CA	6	California	US	United States	91	6	612	1	2024	1	3	1	F	DU
93	93	9424003	33834	31989	837695	19194	2398	27463	24874	UA	19977	United Air Lines Inc.	0A875	D	UA	United Air Lines Inc.	3	3	12173	1217305	32134	HNL	Honolulu, HI	HI	15	Hawaii	US	United States	2	14771	1477104	32457	SFO	San Francisco, CA	CA	6	California	US	United States	91	6	627	1	2024	3	7	5	F	DU
193	189	9573700	35909	31975	8321	59	641	23542	18209	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	11298	1129806	30194	DFW	Dallas/Fort Worth, TX	TX	48	Texas	US	United States	74	11292	1129202	30325	DEN	Denver, CO	CO	8	Colorado	US	United States	82	6	699	1	2024	3	8	2	F	DU
199	195	10366200	32746	31964	107908	409	2586	64654	58044	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	14771	1477104	32457	SFO	San Francisco, CA	CA	6	California	US	United States	91	12478	1247805	31703	JFK	New York, NY	NY	36	New York	US	United States	22	6	622	1	2024	2	6	6	F	DU
214	213	10862800	40470	31949	757	0	590	24487	19041	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	11057	1105703	31057	CLT	Charlotte, NC	NC	37	North Carolina	US	United States	36	14027	1402702	34027	PBI	West Palm Beach/Palm Beach, FL	FL	12	Florida	US	United States	33	6	699	1	2024	1	3	2	F	DU
215	206	10112540	35744	31914	6444	0	259	14869	9721	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10994	1099402	30994	CHS	Charleston, SC	SC	45	South Carolina	US	United States	37	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	6	888	1	2024	2	4	1	F	DU
218	218	10701620	38383	31863	20306	0	134	10717	6713	DL	19790	Delta Air Lines Inc.	1260	D	DL	Delta Air Lines Inc.	3	3	10397	1039707	30397	ATL	Atlanta, GA	GA	13	Georgia	US	United States	34	10599	1059904	30599	BHM	Birmingham, AL	AL	1	Alabama	US	United States	51	6	888	1	2024	3	9	1	F	DU
197	197	9979700	37430	31824	29594	781	1303	40839	34177	AA	19805	American Airlines Inc.	0A050	D	AA	American Airlines Inc.	3	3	14100	1410005	34100	PHL	Philadelphia, PA	PA	42	Pennsylvania	US	United States	23	11298	1129806	30194	DFW	Dallas/Fort Worth, TX	TX	48	Texas	US	United States	74	6	699	1	2024	4	10	3	F	DU
246	244	10076400	39456	31777	0	0	944	40749	31736	B6	20409	JetBlue Airways	6673	D	B6	JetBlue Airways	3	3	12478	1247805	31703	JFK	New York, NY	NY	36	New York	US	United States	22	13204	1320402	31454	MCO	Orlando, FL	FL	12	Florida	US	United States	33	6	694	1	2024	2	5	2	F	DU
211	207	15216655	34641	31768	1244117	286581	3465	89258	81002	UA	19977	United Air Lines Inc.	10874	A	UA	United Air Lines Inc.	3	3	11618	1161802	31703	EWR	Newark, NJ	NJ	34	New Jersey	US	United States	21	12972	1297207	30730	LHR	London, United Kingdom				GB	United Kingdom	493	6	626	1	2024	4	12	7	F	IU
